responsable,fecha_extraccion,titulo,ubicacion,m2,precio,dormitorios,banos,estacionamiento,piscina,quincho,terraza,gimnasio,lavanderia,enlace
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,0,700000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7a5e-c65b755e72ec-b22b-19c914e-ab1a?page=19&pos=8&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,53,500000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7134-b5733b1180c4-adc7-19a8ccb-16ae?page=19&pos=9&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,60,500000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7db4-b993b94c8fb8-9a48-19d7417-33b1?page=19&pos=10&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,0,330000.0,3,3,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7aad-6a632624b3b2-8f78-1961a05-ec62?page=19&pos=11&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,0,500000.0,5,4,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7dc4-ed8b06d8b2e7-97cf-1961a0b-1003e?page=19&pos=12&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,54,650000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-74ac-8f5ce0f4d960-bd9a-19da0b4-a50f?page=19&pos=13&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,0,800000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-748b-1c4631b9ef5f-b519-19b6f68-a752?page=19&pos=14&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,0,260000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-79b3-205716bfe417-b7da-1961a00-7362?page=19&pos=15&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,52,580000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7514-1e84ec838ce8-9cb1-19db170-1853?page=19&pos=16&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,0,620000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-773d-3ace883a4861-b72e-19d9d3e-2f9f?page=19&pos=17&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,105,1000000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-78c1-7e42d17d116f-922a-19db041-49d2?page=19&pos=18&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,0,550000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-710c-30869291b062-a0d6-19cbeab-d2c3?page=19&pos=19&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,0,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ee8-187fb35542af-93e8-19cbeab-dba9?page=19&pos=20&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,48,550000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-774c-41acdd6af69e-8bcf-19ca998-4cbd?page=19&pos=21&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,54,600000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-761f-2fd1e523c277-82d5-19a7a72-871d?page=19&pos=22&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,45,390000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7a28-7137cbeb5f49-a114-199dfbc-cab1?page=19&pos=23&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,52,600000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7834-3ed15bd8bdaa-837a-19d32de-8d06?page=19&pos=24&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,55,457000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4016-4bc72c4def2b-9caf-1826ebc3-5c1?page=19&pos=25&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:24,Departamento Mitula,La Serena,48,490000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7214-8171c26e5d8d-bd2a-19db56a-961?page=19&pos=26&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:24,Departamento Mitula,La Serena,60,500000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-77b7-a3285e396817-946c-19d1ae4-1d67?page=19&pos=27&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:24,Departamento Mitula,La Serena,57,620000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-732d-1389f480e19c-b765-19cbeac-149a?page=19&pos=28&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:24,Departamento Mitula,La Serena,55,70000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ce0-a8e5149476fd-a827-19321b4-e454?page=19&pos=29&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,30,450000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7103-a7c2e7b45fe9-aac8-19cabbd-52e3?page=20&pos=0&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,56,410000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-72d1-ecd4c5ad160d-8251-19d2a57-da1f?page=20&pos=1&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,57,420000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7104-653be085a669-af3f-199740c-cbff?page=20&pos=2&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,60,750000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7f65-f52fa95eb092-a1d8-19d32de-b752?page=20&pos=3&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,110,700000.0,3,3,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7aad-39a6fff4c22c-81c7-19d9b44-99da?page=20&pos=4&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,70,580000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7131-c8d6ab09c60c-bdcd-19d7270-e23d?page=20&pos=5&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,60,600000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-79b5-e4244b813a5c-b12f-19da09f-ed0c?page=20&pos=6&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,46,280000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c70-2be3c1ca7665-ae96-19db56a-2c75?page=20&pos=7&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,46,280000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-77f8-54fe82a92fbc-86ab-19d9d38-9ea7?page=20&pos=8&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,48,490000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7900-1df8a1cfbb85-bc63-19d9d37-71e2?page=20&pos=9&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,46,280000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-77a0-22316700f34c-aa53-19d9d29-3a33?page=20&pos=10&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,45,440000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c09-b900d4780615-9673-1984c93-5e99?page=20&pos=11&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,54,650000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ee5-426550b8f306-929d-19d967d-52f7?page=20&pos=12&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,75,600000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76b4-26e6a33943c4-a9d2-19d6d4a-8fe7?page=20&pos=13&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,55,60000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ef5-5af1aaef4907-b2fa-19321b9-3891?page=20&pos=14&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,0,500000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7be1-a4307a5f575c-b1f9-19cbf7c-2d98?page=20&pos=15&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,50,65000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-12ed-e93601704663-c031-8300db40-a2e4?page=20&pos=16&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,0,520000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7d29-7c61db166101-95b3-18f754f-cf45?page=20&pos=17&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,73,580000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7568-707c8df56207-aef4-19d74d1-ca86?page=20&pos=18&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,77,950000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-71c4-4c5da0c08e0b-bfd0-19933e5-d9c8?page=20&pos=19&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,38,360000.0,1,5,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7caa-4598993d087c-915d-193d6e8-a38b?page=20&pos=20&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,56,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7be2-90cc7b2cd62-98c8-19cbf7c-1266?page=20&pos=21&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,55,70000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-12ed-198c56376b6d-aaea-d25bdc20-aff1?page=20&pos=22&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,La Serena,50,480000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-710c-6043db40a23c-8363-1924f8a-fb7b?page=20&pos=23&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:31,Departamento Mitula,Coquimbo,0,400000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-78ef-fae1cf66a175-81b7-19cc14d-5d87?page=20&pos=24&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:32,Departamento Mitula,La Serena,58,80000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-801d-1856d322b6ff-976a-19db02a-4195?page=20&pos=25&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:32,Departamento Mitula,La Serena,85,950000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7191-aeb8beeff4ee-8505-198c299-61eb?page=20&pos=26&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:32,Departamento Mitula,La Serena,48,490000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c2e-d07d4b4fd897-b3df-19d9d3f-463?page=20&pos=27&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:32,Departamento Mitula,La Serena,60,580000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-73b0-3b332d190b46-9c84-19d990f-dfac?page=20&pos=28&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:32,Departamento Mitula,La Serena,0,600000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7e3b-c051eb264a1c-b609-19cb90b-5778?page=20&pos=29&t_sec=1&t_pvid=c57a5431-3aa9-41b2-ab86-a35ab9ecd16c&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,La Serena,0,700000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7934-e860421fe450-98e4-19ae990-20d8?page=21&pos=0&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,La Serena,54,490000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7652-5ffde6ac2d96-a15a-19cd7f3-bc94?page=21&pos=1&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,Coquimbo,0,490000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-734c-fab8f3d79c2e-8af6-19cd7f3-f4c9?page=21&pos=2&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,La Serena,71,480000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-727a-ee30f8d83fb9-a0dc-19d8a4f-e049?page=21&pos=3&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,La Serena,60,550000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7dd5-d39613cd5e25-a860-19ce768-49f5?page=21&pos=4&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:39,Departamento Mitula,Coquimbo,77,600000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7b59-fc86216ec03c-bc50-19d8de7-9d90?page=21&pos=5&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,95,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-767a-e2ae382cec2a-8ac1-19d9d3f-e15?page=21&pos=6&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,95,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c1b-87d9e3cbcce4-8bb6-19d9d37-7bf5?page=21&pos=7&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,50,450000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-34ae-fae6ea525fa1-aaca-1b1a7983-fe81?page=21&pos=8&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,75,860000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7cc7-763f6bac1b4c-a151-19d7271-4324?page=21&pos=9&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,90,750000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-799e-261e8abb636a-a14e-19ce634-b8c1?page=21&pos=10&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,0,470000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ab1-625b8a29beb3-985d-19ac2b8-d798?page=21&pos=11&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,58,580000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-33e1-5c18214d3d2f-bfcb-9d651f92-5e77?page=21&pos=12&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,55,450000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-790a-60a82be7a301-9f45-19d9b44-919f?page=21&pos=13&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,58,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7432-899d007bb4b6-a39c-1951022-54ef?page=21&pos=14&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,56,450000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c7a-ca0241014bca-8e48-19ce23f-3304?page=21&pos=15&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,58,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7761-c1b302a023ca-bcf4-1953a8f-5cee?page=21&pos=16&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,62,500000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-79c4-1a5097f6161c-a47c-19d7796-f94b?page=21&pos=17&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,0,550000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76fb-3822ac302279-ba51-19d7796-f037?page=21&pos=18&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,53,550000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7bb0-1c0971078a65-8cca-19ce769-cf64?page=21&pos=19&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,57,450000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7bde-a3aa78aa0e87-b9ec-19d46aa-1ae0?page=21&pos=20&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,58,500000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7d34-91236b2ade17-c055-19da0c9-847e?page=21&pos=21&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,80,700000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7aa0-f6c7be5a26cc-9763-198f607-f36d?page=21&pos=22&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,50,500000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-788f-20618aebf948-a65f-19cdd18-b5b2?page=21&pos=23&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,36,400000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-71ab-47377993ee7-a921-1974229-596b?page=21&pos=24&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,48,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-78cb-f792b6e48180-9cb8-19ca471-c77f?page=21&pos=25&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,61,620000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7681-416f243d7efe-9475-19d2ccc-fa8d?page=21&pos=26&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,55,100000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4484-14f0e28ad9ec-9508-c228faac-27e2?page=21&pos=27&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,Coquimbo,45,55000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7105-546a078e8455-81d6-1947d84-faee?page=21&pos=28&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
Constanza Torres,2026-04-22 17:29:40,Departamento Mitula,La Serena,70,650000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7e38-c4b985ef95fc-a0c8-19d493e-b5f?page=21&pos=29&t_sec=1&t_pvid=45e9c531-a195-456b-b45d-2615e98836a2&hd=false
