responsable,fecha_extraccion,titulo,ubicacion,m2,precio,dormitorios,banos,estacionamiento,piscina,quincho,terraza,gimnasio,lavanderia,enlace
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,55,390000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7922-57056c6ddbc5-a2ca-19d99c1-8feb?page=16&pos=9&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,84,85.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7602-3d4a60c5f54c-99c4-196ae51-b049?page=16&pos=10&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,55,550000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c4e-9dd67acd9282-8535-19af902-eb54?page=16&pos=11&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,0,550000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ab3-967235bc0680-92f2-19ae990-d1c?page=16&pos=12&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,60,530000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-75fd-4cca3f293889-bbd0-19cdfae-c251?page=16&pos=13&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,65,490000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4eda-464e1b32ac14-9d56-f36f9926-a5ce?page=16&pos=14&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,45,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-5008-f2b26a7d2e6d-93e1-734afe6-5d52?page=16&pos=15&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,31,440000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7777-e9077e5264fd-8881-19cdfae-c5fc?page=16&pos=16&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,60,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4ace-caefb9abb8c-8140-fce7e3c5-5dc2?page=16&pos=17&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,48,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4d25-715948fc0f00-a771-b8292a23-234f?page=16&pos=18&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,50,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4b88-576abb9e8cbb-afe9-74046412-54e7?page=16&pos=19&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,50,470000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4d84-c761176f3244-82f4-1f8f3faf-b2cd?page=16&pos=20&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,Coquimbo,50,390000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-42b6-8d70266a4930-86d4-fcb53ad2-64ff?page=16&pos=21&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,51,565000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4c5d-702c50ecbd3-8fd9-ec936794-880c?page=16&pos=22&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,55,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4c3e-9d9c9a54132f-875f-f32c4e29-ea15?page=16&pos=23&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,68,650000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4c96-d01cf6aa2bf6-b372-cc59b4e6-6659?page=16&pos=24&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:28:59,Departamento Mitula,La Serena,45,340000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4601-9ee5153159fa-b6a0-d20afbc0-4636?page=16&pos=25&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:29:00,Departamento Mitula,La Serena,60,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-4458-d678a70f7f81-b5c5-de12f416-bf47?page=16&pos=26&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:29:00,Departamento Mitula,La Serena,0,550000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-78b4-b9819b99df3d-a0f8-19cebb2-6cc0?page=16&pos=27&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:29:00,Departamento Mitula,La Serena,0,490000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-72f8-60a2f5bb573e-b47f-19da517-1648?page=16&pos=28&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:29:00,Departamento Mitula,Coquimbo,0,450000.0,3,3,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ccc-c19de49acff0-882b-197c556-6690?page=16&pos=29&t_sec=1&t_pvid=b3b31690-dd7d-4487-b0f6-384ca9698d8d&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,88,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-716a-acd1629fcc5b-85a5-19d6eb2-2c4c?page=17&pos=0&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,0,385000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76de-ca36d027b50e-c071-19c84b2-f760?page=17&pos=1&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,57,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-72ee-1861376967a5-a396-19c4e26-6eac?page=17&pos=2&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,65,500000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7450-155d239ed3ed-bf50-19d54b4-93b1?page=17&pos=3&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,55,510000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-732a-a6268e8f7409-9096-19d4584-d2da?page=17&pos=4&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,65,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7592-6861e49e02b1-972e-19d4064-bd56?page=17&pos=5&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,51,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7632-1d8b2a7cf12e-92f4-19d2134-4edd?page=17&pos=6&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,68,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7dc3-9e884f258bbf-bd91-19cee02-7a61?page=17&pos=7&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,51,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-73dd-6e89b464de55-a93e-19cd3f4-b0af?page=17&pos=8&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,84,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7a5c-1ba17fa51a16-8534-19c818e-99d5?page=17&pos=9&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,55,500000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-762b-79c42b85b81d-bcdb-19c5d96-b84e?page=17&pos=10&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,55,550000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76f9-8c9200a64551-98db-19da236-50f?page=17&pos=11&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,65,500000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7fe7-7492f121841a-a8e1-19d7900-c1fb?page=17&pos=12&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,51,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-71b1-32b3be3b76d8-b46b-19d30a6-a06a?page=17&pos=13&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,54,500000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-73ee-d6dc653c505d-ada0-19c00e3-4b76?page=17&pos=14&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,80,660000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7b26-32246034278e-bbfc-19d3607-c051?page=17&pos=15&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,80,690000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7356-c9cb2a3beecd-8f0e-19c6d40-aef6?page=17&pos=16&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,60,450000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7d27-c9820ded3bcd-afc0-19c2f66-e083?page=17&pos=17&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,72,630000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7823-21bf3ea2555d-a0f1-19b3317-15f6?page=17&pos=18&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,86,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-794c-34439aea20ff-b69f-19838a4-3ad9?page=17&pos=19&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,90,650000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7737-1772211eb012-9edd-19da225-8975?page=17&pos=20&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,62,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7e4d-102d7d300518-bcb7-19cee02-7223?page=17&pos=21&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,45,370000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-718e-739aecf317ab-af06-19d11cc-686b?page=17&pos=22&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,Coquimbo,82,110000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-79fc-e0a77369274b-babc-19b6172-b582?page=17&pos=23&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,35,550000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7ba7-409fce4db8f0-aeb6-19d92e1-183f?page=17&pos=24&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,55,700000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c52-af1c907eb0b9-b036-19d7e43-e116?page=17&pos=25&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,65,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-778f-5a45d89f7494-8e33-19d120b-e5ef?page=17&pos=27&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,53,480000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76ae-ee28f4f2fead-be64-19d69a9-7aff?page=17&pos=28&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:07,Departamento Mitula,La Serena,82,800000.0,2,3,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-79e6-4fd143223dec-b3ee-19d7e28-dcde?page=17&pos=29&t_sec=1&t_pvid=87822406-93ad-495c-a6f9-671b7de546c4&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,70,420000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-766c-959b5f47acd9-88cc-19d028f-d469?page=18&pos=0&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,135,90000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7e5b-9a00262ccb26-b8f8-19c1ac2-b82c?page=18&pos=1&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,56,350000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-779b-c9263316a4a1-ba74-19d7e1b-7d36?page=18&pos=2&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,Coquimbo,35,400000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-717f-699f15669fa4-a1ac-19cc9c0-118?page=18&pos=3&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,45,450000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c98-324a0dad548-bde4-19cde82-fdf4?page=18&pos=4&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,54,420000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c79-c8252659a5fb-bc39-19d027d-6a7b?page=18&pos=5&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,La Serena,46,460000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7a87-856fb4aeb99d-abf8-19cc9e5-6cf2?page=18&pos=6&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,Coquimbo,60,110000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-75e7-db5648c2a2a3-bcf0-19c3497-e85e?page=18&pos=7&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:14,Departamento Mitula,Coquimbo,72,650000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7aa5-33cd8f9d7b23-8e28-19d9d0c-b238?page=18&pos=8&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,59,550000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7612-b6d00710c545-894f-19d78ed-3377?page=18&pos=9&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,60,580000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7d70-a29cb0c2cb52-8519-19c6d40-ba78?page=18&pos=10&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,42,450000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7b81-d694e58ce930-845b-19d9815-fca1?page=18&pos=11&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,120,850000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-74cf-ef84e416350e-9853-19c966b-281e?page=18&pos=12&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,65,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7259-4cb09caaf956-97c1-19c966b-21ec?page=18&pos=13&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,60,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-73e6-cce9e50d81bb-a7cb-19c5898-c740?page=18&pos=14&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,70,750000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7da0-3666489cf7de-84d6-19d97d2-2928?page=18&pos=15&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,39,550000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7451-f721b3c7f3cf-a2ba-19d0ce5-dfb9?page=18&pos=16&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,52,430000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7791-cfbb6ec27003-9a38-19cde6e-ec04?page=18&pos=17&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,55,500000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7450-1fc41987832d-be89-19cbf98-29b8?page=18&pos=18&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,62,550000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7acb-73742fe3470c-a1e4-19c7c91-2df0?page=18&pos=19&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,89,800000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c73-f18ec1cabca4-8fb3-19d94af-7c4b?page=18&pos=20&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,78,800000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-73f2-a7f3a905a061-9986-19d58b0-2eeb?page=18&pos=21&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,64,750000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-770f-1540fce135d2-bf9a-19d063a-9e6?page=18&pos=22&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,46,500000.0,1,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7887-36cf1589e3f9-9a77-19ce752-5435?page=18&pos=23&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,69,650000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7eca-cf5131922169-8c11-19ce3f1-fb53?page=18&pos=24&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,80,600000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7fe4-c50dba444c7d-920c-199eee7-2e28?page=18&pos=25&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,La Serena,68,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7565-d8383ec7fd3d-8ccd-19d966a-221b?page=18&pos=26&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,30,400000.0,2,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-723e-56cd885a64ff-8c9f-19bdb84-b58f?page=18&pos=27&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,148,900000.0,4,3,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7407-b7bad6e91fe9-ab5b-199a509-e8a?page=18&pos=28&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:15,Departamento Mitula,Coquimbo,50,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7e3d-a42ac650e362-9390-19d9b91-6d83?page=18&pos=29&t_sec=1&t_pvid=2549609f-312e-4299-bff4-116b97487fa2&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,110,1000000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7f69-6979aa85c29c-a727-19d58ba-dad1?page=19&pos=0&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,65,600000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7131-f749f5cfd999-a4f6-19cfbee-7be6?page=19&pos=1&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,60,400000.0,3,1,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-785b-ad1254a2a89f-af71-19d4403-8eb7?page=19&pos=2&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,105,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-72c5-8a61a1725f12-a843-19cf6c4-f5b0?page=19&pos=3&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,65,85000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7587-79e2cfbb1ea6-90ab-19735ef-dc22?page=19&pos=4&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,La Serena,70,135000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-76f8-1d520f9e198c-8545-19d4407-dd01?page=19&pos=5&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,80,750000.0,3,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-7c01-b68e3608f138-9497-19c8a9f-1583?page=19&pos=6&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
Constanza Torres,2026-04-22 17:29:23,Departamento Mitula,Coquimbo,71,500000.0,2,2,0,0,0,0,0,0,https://casas.mitula.cl/adform/24301-256-712b-c4b4e5056085-b365-19d9efe-1ccc?page=19&pos=7&t_sec=1&t_pvid=1ed5d63a-022a-4e62-8854-ca8ce2fab001&hd=false
